dt,age_cd,sex_cd,home_sido_nm,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r,h1d1h1_dur_r
20181210,NULL,NULL,??뽰뒻?諛명??0.16830163560789774,0.83166389,0.471196005,0.52876952,0.176275562,0.823675299,0.320038447,0.679912414,
20181210,NULL,NULL,?紐꾩퓝?용쵐肉??0.18218481744590154,0.817564486,0.484914731,0.514834572,0.187602637,0.812174204,0.337541801,0.662237889,
20181210,30,NULL,NULL,0.197257005,0.802647208,0.533999411,0.465902775,0.220252313,0.779709488,0.36403183,0.635928813
20181210,50,NULL,NULL,0.184982675,0.814932299,0.516501118,0.483413571,0.18801127,0.811956774,0.386890254,0.613078075
20181210,NULL,NULL,野껋럩湲썽겫怨룸즲,0.160650375,0.839004688,0.425641044,0.574017335,0.21105811,0.788451018,0.367632981,0.631943587
20181210,NULL,NULL,???닌덊굝????0.15335886,0.846282737,0.451765585,0.547878197,0.168049689,0.83160502,0.328968168,0.67069419,
20181210,0,NULL,NULL,0.062845898,0.929274408,0.115274442,0.876864492,0.118437531,0.869486125,0.195185072,0.793041957
20181210,NULL,NULL,NULL,0.173407748,0.826190816,0.466060041,0.533539115,0.191402265,0.808264427,0.345325986,0.654351378
20181217,20,NULL,NULL,0.225938382,0.773767523,0.483080217,0.516626099,0.300901585,0.698993117,0.400224392,0.599666608
20181217,40,NULL,NULL,0.191039075,0.808853752,0.545647957,0.45424487,0.199412469,0.800557058,0.372411517,0.627557493
20181217,NULL,NULL,野껋럩湲썽겫怨룸즲,0.183928432,0.81585775,0.442732227,0.557098501,0.230869705,0.768610227,0.393364204,0.606212615
20181217,NULL,NULL,野껋럩湲??ㅻ즲,0.190559296,0.809249892,0.459777095,0.540043685,0.227457254,0.772041641,0.3823227,0.617316184
20181217,70,NULL,NULL,0.110387211,0.888361989,0.308581512,0.690222576,0.11586299,0.883559637,0.264959701,0.734599089
20181217,NULL,NULL,?봔?怨뚰굝????0.17807042,0.821587983,0.450783051,0.548872078,0.200798087,0.79875991,0.347292821,0.652284821,
20181217,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176523422,0.823202002,0.445681385,0.55404559,0.214234384,0.785280066,0.376676405,0.622841148
20181217,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.176338545,0.822554028,0.45154883,0.54734547,0.219311237,0.780028799,0.374019277,0.625331125
20181217,60,NULL,NULL,0.154994587,0.844751831,0.42185945,0.577886049,0.161655482,0.838255856,0.354991697,0.644926532
20181217,NULL,NULL,野껋럡由??0.18040962021230483,0.819587938,0.492835128,0.50716243,0.199617371,0.80037856,0.360087624,0.639908307,
20181217,NULL,NULL,NULL,0.178109668,0.821540266,0.470713765,0.528939014,0.204233755,0.795420526,0.360106396,0.639563719
20181217,NULL,1,NULL,0.206816464,0.792841883,0.528201574,0.47145887,0.226029055,0.773618805,0.386131226,0.613532049
20181217,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.17061934647363416,0.829117757,0.470447236,0.529288172,0.194176311,0.80531825,0.356812914,0.642686735,
20181217,30,NULL,NULL,0.198330727,0.801539843,0.535240571,0.46462971,0.232441966,0.767513929,0.374644387,0.625311797
20181217,NULL,2,NULL,0.148010187,0.851630925,0.410436986,0.589207754,0.181381076,0.818279937,0.332818996,0.666858291
20181217,NULL,NULL,???닌덊굝????0.157897621,0.841926924,0.454302448,0.545522096,0.180848533,0.818795073,0.3482659,0.651389769,
20181217,NULL,NULL,??뽰뒻?諛명??0.17483402826778044,0.825136719,0.475264585,0.524706163,0.192983015,0.806970944,0.336911744,0.663042214,
20181217,NULL,NULL,?겸뫗猿??ㅻ즲,0.188951654,0.810068111,0.471893306,0.527131943,0.237320023,0.762111029,0.395092096,0.60434307
20181217,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.18766566734202225,0.7942756,0.47426718,0.507664711,0.250143098,0.743902958,0.403283849,0.590827841,
20181217,NULL,NULL,??뽳폒?諛명?癒?뒄??0.20490465688472015,0.79249493,0.48514885,0.512246027,0.219040821,0.778495382,0.409528949,0.588002543,
20181217,NULL,NULL,揶쏅벡???0.1681807264747107,0.831512043,0.4305893,0.56910347,0.21274746,0.786610648,0.369313091,0.630041359,
20181217,NULL,NULL,???袁㏉굝????0.171623926,0.82778127,0.455299004,0.544108223,0.220253306,0.778457616,0.3765656,0.622143292,
20181217,NULL,NULL,?紐꾩퓝?용쵐肉??0.18242827641272596,0.817470224,0.48747538,0.51242312,0.189808089,0.809976579,0.34297126,0.656814356,
20181217,NULL,NULL,?袁⑥뵬?브낮猷?0.173087089,0.826576171,0.44648665,0.55317661,0.206341966,0.793104698,0.366687463,0.632762586,
20181217,NULL,NULL,?紐꾧텦?용쵐肉??0.1774473316175169,0.821060754,0.4534807,0.545024826,0.207884397,0.791155966,0.366909955,0.632135526,
20181217,0,NULL,NULL,0.060498106,0.934445087,0.113005301,0.881959084,0.130163766,0.857465734,0.210961433,0.777044214
20181217,10,NULL,NULL,0.117959917,0.881558895,0.29078691,0.708729725,0.168331878,0.831467808,0.271179096,0.728630388
20181217,50,NULL,NULL,0.187453509,0.812429143,0.522273568,0.4776088,0.191766303,0.808195054,0.395718123,0.604243519
20181224,NULL,NULL,?紐꾧텦?용쵐肉??0.1954451402741008,0.800465504,0.453384455,0.542523728,0.204506168,0.795186269,0.349603754,0.650093604,
20181224,NULL,NULL,?袁⑥뵬?브낮猷?0.187190338,0.812484958,0.435849215,0.563826081,0.201282121,0.798508777,0.342649609,0.657141288,
20181224,NULL,NULL,揶쏅벡???0.18144795357241472,0.818240037,0.425153464,0.574534527,0.19548693,0.804195555,0.336428517,0.663252132,
20181224,NULL,NULL,???袁㏉굝????0.208495718,0.790828604,0.458824113,0.540500209,0.210576487,0.788719342,0.345642958,0.653652871,
20181224,NULL,NULL,?紐꾩퓝?용쵐肉??0.17828546591208494,0.821625602,0.463886413,0.536024656,0.175925842,0.824003202,0.316111401,0.683817643,
20181224,NULL,NULL,???닌덊굝????0.171753829,0.8277539,0.447133317,0.552374413,0.180031739,0.819858035,0.334923625,0.664966149,
20181224,NULL,NULL,??뽰뒻?諛명??0.183953126771254,0.816023978,0.458833629,0.541143475,0.181992204,0.817993706,0.311623928,0.688361982,
20181224,NULL,NULL,?겸뫗猿??ㅻ즲,0.20278259,0.796084604,0.464770844,0.53409635,0.222592249,0.777139703,0.365252029,0.634479923
20181224,0,NULL,NULL,0.073240387,0.918894918,0.117722143,0.874410531,0.129474267,0.86536502,0.202187555,0.792662253
20181224,10,NULL,NULL,0.136873105,0.862489009,0.287661887,0.711700228,0.163129273,0.836825088,0.260996876,0.738957484
20181224,NULL,NULL,野껋럩湲??ㅻ즲,0.181236823,0.818458569,0.44809284,0.551602552,0.196147947,0.803749925,0.350033362,0.649863621
20181224,NULL,2,NULL,0.158533479,0.840984012,0.400730787,0.598786379,0.171430772,0.828450611,0.308691084,0.691190407
20181224,60,NULL,NULL,0.153251011,0.846393452,0.404186529,0.595457934,0.148208813,0.851770806,0.319545712,0.680433454
20181224,70,NULL,NULL,0.109431565,0.888737069,0.290776314,0.707391277,0.107080947,0.892827328,0.234669329,0.765241031
20181224,NULL,NULL,野껋럡由??0.18652727972196392,0.813470299,0.475187796,0.524809783,0.188778403,0.811220386,0.334181362,0.665817427,
20181224,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.17898340059262202,0.820644502,0.452801104,0.546825107,0.181166945,0.818674067,0.325130155,0.674710858,
20181224,NULL,NULL,NULL,0.18588252,0.813642495,0.45772138,0.541803422,0.19125602,0.808619983,0.333605365,0.666270798
20181224,NULL,NULL,?袁⑥뵬??ㅻ즲,0.183505691,0.815268099,0.431340005,0.567432279,0.19686366,0.802967623,0.341596716,0.658234568
20181224,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.182497048,0.816835308,0.439305537,0.560026818,0.200567915,0.799101722,0.340698046,0.658973321
20181224,NULL,NULL,?봔?怨뚰굝????0.188393872,0.810692953,0.451161632,0.547924167,0.191946679,0.807938534,0.336441954,0.663445308,
20181224,20,NULL,NULL,0.261706971,0.737882559,0.487532982,0.512056139,0.291695881,0.708279614,0.38303925,0.616935427
20181224,40,NULL,NULL,0.19111272,0.808791146,0.526748963,0.473154904,0.183001795,0.816990045,0.342917833,0.657074007
20181224,NULL,1,NULL,0.211975368,0.787556825,0.512094288,0.4874378,0.210170658,0.789700213,0.357375286,0.642495793
20181224,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.20941621367899627,0.777717684,0.478345558,0.508788339,0.23568954,0.761872089,0.378373883,0.619187746,
20181224,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19788532966593178,0.799410624,0.467284758,0.530011196,0.20009643,0.79926426,0.37890414,0.620451814,
20181224,30,NULL,NULL,0.207618943,0.792254195,0.519208593,0.48066426,0.219739738,0.78025171,0.350187303,0.649804144
20181224,50,NULL,NULL,0.185066114,0.814819243,0.503963229,0.495922128,0.173936639,0.82605327,0.360354339,0.63963557
20181224,NULL,NULL,野껋럩湲썽겫怨룸즲,0.191538521,0.807925763,0.438993857,0.560470427,0.206107433,0.793772169,0.35451277,0.645367937
20181231,NULL,NULL,?紐꾩퓝?용쵐肉??0.17762605821595642,0.822252141,0.452697046,0.547181153,0.167098335,0.8321397,0.300965779,0.698272256,
20181231,10,NULL,NULL,0.142436478,0.856879703,0.242757327,0.756558854,0.157518632,0.841928325,0.240047753,0.759399204
20181231,NULL,NULL,???袁㏉굝????0.185751451,0.813404092,0.442665191,0.556490351,0.184494789,0.812841922,0.318939616,0.678395065,
20181231,NULL,NULL,NULL,0.184142795,0.815237645,0.447431572,0.551949024,0.17951798,0.819705745,0.31774696,0.681476713
20181231,NULL,NULL,?紐꾧텦?용쵐肉??0.20162477594817604,0.791987302,0.440833223,0.552783389,0.197679738,0.800073835,0.340427431,0.657326142,
20181231,NULL,1,NULL,0.20849759,0.790890033,0.501349854,0.498037971,0.196774798,0.802535568,0.339347534,0.659962732
20181231,NULL,NULL,揶쏅벡???0.17308221490374354,0.826427481,0.410099402,0.589410293,0.183001536,0.814961673,0.319252556,0.678710653,
20181231,NULL,NULL,野껋럩湲썽겫怨룸즲,0.191466593,0.807933268,0.424018836,0.575381024,0.1979972,0.80118717,0.342323862,0.656860508
20181231,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.17469419090954758,0.824888535,0.440373429,0.559209297,0.173657625,0.824594199,0.313401233,0.684850592,
20181231,NULL,NULL,?袁⑥뵬?브낮猷?0.189304396,0.810148785,0.423051652,0.576401529,0.187635735,0.810417182,0.328238788,0.669814129,
20181231,50,NULL,NULL,0.181803169,0.818093076,0.492697089,0.507199156,0.166108848,0.833815247,0.346435284,0.653488811
20181231,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.180797339,0.818511182,0.427637276,0.571671246,0.188236564,0.809732003,0.324623174,0.673345393
20181231,NULL,NULL,???닌덊굝????0.180425292,0.818722857,0.439341694,0.559807468,0.178899154,0.820296658,0.327839068,0.671356744,
20181231,30,NULL,NULL,0.208343569,0.791504488,0.518144271,0.481703508,0.205322922,0.794610847,0.33655122,0.663382548
20181231,20,NULL,NULL,0.245978924,0.753532194,0.477209609,0.522301509,0.259084615,0.740681764,0.349035835,0.650730544
20181231,NULL,NULL,野껋럡由??0.18274286829796219,0.817255526,0.464931821,0.535066573,0.175159556,0.824830207,0.314673703,0.68531606,
20181231,NULL,NULL,??뽰뒻?諛명??0.1777732049536986,0.822203138,0.452251387,0.547724956,0.166670607,0.833259418,0.293651199,0.706278826,
20181231,NULL,NULL,野껋럩湲??ㅻ즲,0.192490942,0.806576872,0.437924613,0.561143201,0.190968197,0.80852386,0.339535721,0.659956336
20181231,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.19782857940202372,0.793343384,0.47084782,0.520324144,0.203020107,0.786408273,0.343931764,0.645496616,
20181231,NULL,NULL,?겸뫗猿??ㅻ즲,0.198697832,0.800334294,0.448942525,0.550089601,0.204387466,0.794265985,0.345461986,0.653191465
20181231,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19086748020785074,0.805446941,0.458658385,0.537656036,0.190185542,0.803868454,0.362406894,0.631647102,
20181231,40,NULL,NULL,0.190462527,0.809448109,0.518999889,0.480910747,0.172987678,0.826960545,0.328613802,0.671334421
20181231,NULL,NULL,?봔?怨뚰굝????0.194194991,0.80414411,0.443245925,0.555093176,0.182324915,0.817228768,0.323585194,0.675968489,
20181231,NULL,NULL,?袁⑥뵬??ㅻ즲,0.188424125,0.811024028,0.422639215,0.576808938,0.195137097,0.803408713,0.335165662,0.663380147
20181231,0,NULL,NULL,0.101800602,0.88622031,0.149031153,0.838992363,0.133775569,0.848288344,0.205748865,0.776312444
20181231,60,NULL,NULL,0.151987618,0.847594776,0.395335279,0.604247995,0.143489603,0.856112173,0.310591786,0.689009991
20181231,70,NULL,NULL,0.108720667,0.888624541,0.285383596,0.71196263,0.103450137,0.891625209,0.228969542,0.766105804
20181231,NULL,2,NULL,0.158642538,0.840730383,0.390977388,0.608395638,0.161449534,0.837683475,0.295130462,0.704002546
20190107,70,NULL,NULL,0.102811012,0.890874466,0.297036491,0.696648987,0.105628252,0.894075613,0.248423038,0.75127982
20190107,NULL,NULL,野껋럩湲??ㅻ즲,0.17603158,0.823063069,0.451510502,0.547584147,0.190790979,0.809027473,0.355049758,0.644768694
20190107,NULL,NULL,?봔?怨뚰굝????0.180298126,0.81873737,0.457397128,0.541638368,0.193293881,0.806452798,0.346854312,0.652892367,
20190107,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.17991756955554802,0.804634027,0.474032593,0.510519003,0.2128552,0.781170933,0.370819242,0.623215983,
20190107,40,NULL,NULL,0.184705759,0.815198492,0.540685434,0.459218817,0.181928394,0.81803969,0.35669105,0.643277034
20190107,60,NULL,NULL,0.145942832,0.853477051,0.411392615,0.588027267,0.148117464,0.851793859,0.338018668,0.661892217
20190107,NULL,NULL,野껋럡由??0.17142908237308632,0.828561105,0.479804551,0.520185637,0.178937817,0.821058178,0.341127579,0.658868416,
20190107,NULL,NULL,?紐꾩퓝?용쵐肉??0.1670566136645578,0.831912199,0.467496399,0.531472413,0.16813425,0.831679891,0.324389604,0.675424537,
20190107,50,NULL,NULL,0.178328505,0.821555404,0.514238886,0.485645023,0.174336558,0.825624926,0.378718129,0.621243354
20190107,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.168450627,0.829147402,0.435914325,0.561683705,0.193471598,0.805912118,0.347697648,0.651686068
20190107,NULL,NULL,??뽰뒻?諛명??0.16708167112303485,0.832805597,0.468314822,0.531572446,0.168347565,0.831612706,0.316673829,0.683286442,
20190107,NULL,2,NULL,0.141957624,0.856853387,0.397206327,0.601604684,0.163367217,0.83636007,0.315868356,0.683858825
20190107,NULL,NULL,???닌덊굝????0.171228442,0.827617471,0.45875961,0.540086303,0.199480172,0.800251808,0.363713055,0.636018925,
20190107,NULL,NULL,???袁㏉굝????0.165222938,0.831802118,0.446054578,0.550970477,0.179160759,0.819751192,0.333858035,0.665051893,
20190107,NULL,NULL,?袁⑥뵬??ㅻ즲,0.173640285,0.82450802,0.428495432,0.569652873,0.193856868,0.805707002,0.354772642,0.644791227
20190107,30,NULL,NULL,0.19256727,0.80731078,0.536957005,0.462921045,0.210348034,0.789619059,0.357283468,0.642683625
20190107,NULL,NULL,野껋럩湲썽겫怨룸즲,0.176404757,0.822348319,0.434885234,0.563867842,0.198264695,0.80144279,0.35581798,0.643889505
20190107,NULL,NULL,??뽳폒?諛명?癒?뒄??0.18574425753054447,0.805341953,0.464082967,0.527003243,0.198420669,0.799269042,0.389691374,0.607998337,
20190107,NULL,1,NULL,0.200329596,0.798662665,0.520715524,0.478276737,0.20226417,0.797447776,0.36487677,0.634835176
20190107,NULL,NULL,NULL,0.171837785,0.827066007,0.460429729,0.538474063,0.183278266,0.816441168,0.340955384,0.658763999
20190107,0,NULL,NULL,0.080380901,0.895721774,0.138350314,0.837752362,0.14652456,0.843555605,0.230301999,0.759778165
20190107,NULL,NULL,揶쏅벡???0.16540333234695823,0.832027029,0.414863217,0.582567144,0.189513935,0.809858381,0.34432861,0.655043706,
20190107,NULL,NULL,?겸뫗猿??ㅻ즲,0.183183572,0.814964333,0.454423805,0.543724099,0.210330297,0.789158009,0.368501836,0.63098647
20190107,NULL,NULL,?袁⑥뵬?브낮猷?0.166533374,0.83121707,0.426828578,0.570921865,0.181487196,0.818024805,0.340941412,0.658570589,
20190107,NULL,NULL,?紐꾧텦?용쵐肉??0.1877844238840123,0.807594159,0.455378511,0.540000072,0.205553474,0.79373299,0.359547313,0.639736942,
20190107,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.1691404325394621,0.828841494,0.454313088,0.543668839,0.176496655,0.822943796,0.33861328,0.660827171,
20190107,10,NULL,NULL,0.121370732,0.877724361,0.222562644,0.776532449,0.151037594,0.848743998,0.249869459,0.749912654
20190107,20,NULL,NULL,0.215459503,0.784019697,0.483621918,0.515857282,0.252584922,0.747320134,0.362852202,0.637052854
20190114,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.1969778761000309,0.79858514,0.480289756,0.51527326,0.217402302,0.776182672,0.378648347,0.614945701,
20190114,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.16889678609143272,0.830741517,0.452325954,0.547312349,0.174594523,0.824804891,0.338328819,0.661070596,
20190114,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19604174140480546,0.80130232,0.469144006,0.528200056,0.201256929,0.796484368,0.390372561,0.607368737,
20190114,NULL,NULL,野껋럩湲??ㅻ즲,0.18317776,0.816651293,0.453275846,0.546553207,0.199364654,0.800439866,0.368214499,0.631590021
20190114,NULL,NULL,?봔?怨뚰굝????0.195706494,0.804087809,0.462821953,0.536972349,0.202456711,0.797241997,0.361040931,0.638657777,
20190114,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176877895,0.82278204,0.42859737,0.571062565,0.196762083,0.802822117,0.358205369,0.641377346
20190114,NULL,NULL,??뽰뒻?諛명??0.16913927090813896,0.830837397,0.46614077,0.533835898,0.170413224,0.829544084,0.320208693,0.679748615,
20190114,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.17514592,0.824397039,0.434615833,0.564927127,0.198074638,0.801279728,0.353178839,0.646175527
20190114,NULL,NULL,???袁㏉굝????0.16942893,0.829974282,0.445258773,0.55414444,0.184374691,0.814439799,0.341861475,0.656953014,
20190114,NULL,NULL,?紐꾩퓝?용쵐肉??0.16773388772566974,0.832135004,0.463181868,0.536687023,0.169136021,0.83067439,0.327658567,0.672151844,
20190114,NULL,2,NULL,0.148608058,0.85117745,0.397910582,0.601874926,0.165519894,0.834202212,0.321140802,0.678581304
20190114,NULL,1,NULL,0.206165487,0.793597518,0.51975983,0.480003175,0.205694297,0.79400247,0.370994069,0.628702698
20190114,NULL,NULL,NULL,0.178078233,0.821695753,0.46029903,0.539474956,0.186089727,0.813619405,0.346666343,0.653042789
20190114,10,NULL,NULL,0.129282119,0.870485928,0.217029268,0.782738779,0.151840613,0.847923264,0.252287405,0.747476471
20190114,50,NULL,NULL,0.184504737,0.815456529,0.514610145,0.485351122,0.176840273,0.823119639,0.384395692,0.61556422
20190114,20,NULL,NULL,0.217366798,0.782431326,0.481253347,0.518544776,0.25573678,0.744152386,0.367400876,0.632487894
20190114,NULL,NULL,揶쏅벡???0.16904252012122978,0.830481774,0.411122026,0.588402268,0.190446025,0.808887252,0.349700675,0.649632602,
20190114,NULL,NULL,野껋럩湲썽겫怨룸즲,0.180726557,0.819051044,0.433858438,0.565919162,0.19971063,0.800029726,0.368471685,0.631268672
20190114,60,NULL,NULL,0.151204475,0.848693932,0.411839475,0.588058932,0.150253477,0.849661498,0.342127692,0.657787284
20190114,NULL,NULL,???닌덊굝????0.19902999,0.800778922,0.467607616,0.532201295,0.19982475,0.799889118,0.36769397,0.632019898,
20190114,NULL,NULL,?紐꾧텦?용쵐肉??0.2005533387569222,0.798345255,0.460253274,0.538645319,0.209642416,0.789625512,0.372375083,0.626892845,
20190114,0,NULL,NULL,0.094451737,0.899924954,0.15187855,0.842498142,0.150303392,0.839663256,0.237848193,0.752118455
20190114,70,NULL,NULL,0.108006155,0.891457724,0.297299815,0.702164064,0.107629316,0.892027326,0.251465183,0.748191459
20190114,NULL,NULL,?袁⑥뵬?브낮猷?0.16853926,0.831012364,0.427154929,0.572396695,0.182743897,0.816761871,0.345197319,0.654308449,
20190114,NULL,NULL,?겸뫗猿??ㅻ즲,0.18812098,0.811598323,0.4531873,0.546532004,0.209271217,0.79025396,0.37068354,0.628841638
20190114,30,NULL,NULL,0.199284222,0.800667446,0.536981835,0.462969832,0.214057422,0.78590115,0.364768298,0.63519055
20190114,40,NULL,NULL,0.1925389,0.80742872,0.54227055,0.457697071,0.185397019,0.814574556,0.364540199,0.635431376
20190114,NULL,NULL,野껋럡由??0.17716129849736426,0.822837901,0.478939962,0.521059238,0.181401363,0.818595435,0.345290047,0.654706751,
20190121,NULL,1,NULL,0.20163254,0.798180541,0.518946291,0.48086679,0.199574112,0.800133288,0.369183794,0.630523607
20190121,NULL,NULL,揶쏅벡???0.1669016847536918,0.832730991,0.410389858,0.589242818,0.18716991,0.812159724,0.346397403,0.65293223,
20190121,NULL,NULL,野껋럩湲썽겫怨룸즲,0.176667192,0.823151385,0.433626986,0.566191592,0.192599727,0.807141401,0.363938691,0.635802437
20190121,NULL,NULL,野껋럩湲??ㅻ즲,0.181803055,0.818073026,0.453904033,0.545972049,0.191909247,0.807887905,0.362984229,0.636812923
20190121,NULL,NULL,?봔?怨뚰굝????0.190657676,0.809199824,0.460568182,0.539289318,0.190479778,0.809302633,0.350686919,0.649095491,
20190121,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176109968,0.823611374,0.429842416,0.569878927,0.193243238,0.806362492,0.359492629,0.6401131
20190121,10,NULL,NULL,0.12209292,0.877714691,0.207274227,0.792533384,0.14253625,0.857259369,0.247057876,0.752737743
20190121,NULL,NULL,?겸뫗猿??ㅻ즲,0.183059268,0.816722181,0.453113733,0.546667716,0.203535105,0.795997694,0.368642477,0.630890321
